model_layer,entrypoint,case_label,ScenarioMode,FailureTiming,SE_Disrupt,Rocket_Disrupt,param,baseline_value,factor,trial_value,policy,tau_star_bisect (yr),tau_build (yr),Time_total (yr),TotalCost ($B),E_total (index),EnvPenalty,Total_FE_Launches,Total_FA_Launches,Total_SE_Throughput (tons),Apex_Inventory_Peak (tons),route_share_direct,regime_label,SolverSuccess,ConstraintOK,BuildOK,OpsOK,ReturnStatus,TimeseriesCSV,status
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,delta_eff,0.8714,1.0,0.8714,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83593.85859844048,1066483338.5713665,13492020047788.836,835640.151222268,1489.850604490091,185856.49547709565,52668.35217283151,0.9982202876479889,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,delta_eff,0.8714,1.0,0.8714,cost_opt,8.4520263671875,8.874627685645985,9.874627685645985,82393.06578364663,1051250032.4752777,12701228303012.137,823591.5858411711,1692.8037336777313,204499.42381470848,179629.4024021532,0.9979488237569236,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,delta_eff,0.8714,1.2,0.999,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83559.90292438853,1066143767.6688714,13484924860369.93,835258.5076924177,1699.9565704351646,212094.95217137312,59670.09796153479,0.9979688877727853,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,delta_eff,0.8714,1.2,0.999,cost_opt,8.4520263671875,8.874627685642873,9.874627685642873,82374.14860569799,1051111940.6482161,12697852154277.834,823355.9501315843,1924.7611161771997,233480.86408319112,187980.51290694805,0.9976677497850797,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,K_max_total_tpy,537000.0,0.8,429600.0,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83661.0182995591,1067155126.64294,13506262351604.559,836394.9651237829,1074.4139851853265,134029.9083916348,38495.341221375544,0.9987170707228383,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,K_max_total_tpy,537000.0,0.8,429600.0,cost_opt,8.4520263671875,8.874627685644027,9.874627685644027,82430.54400213611,1051523927.0510943,12707838304807.46,824058.9658547326,1230.5270305018837,147504.21129225523,121996.1851658949,0.9985089752855087,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,K_max_total_tpy,537000.0,1.0,537000.0,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83619.83349104048,1066743150.9172902,13497487815571.324,835932.0722781747,1329.2406582356552,165800.23320563635,47541.46374567155,0.9984123945085033,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,K_max_total_tpy,537000.0,1.0,537000.0,cost_opt,8.4520263671875,8.874627685646338,9.874627685646338,82407.25196166938,1051353121.2261822,12703724021242.232,823768.7535986924,1516.5456221456411,182757.42894193143,162878.8239368307,0.9981623983565714,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,K_max_total_tpy,537000.0,1.2,644400.0,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83578.65501344207,1066331583.4790807,13488822146577.428,835469.2318908067,1584.1195993292479,197729.4993020242,56301.95548439801,0.998107504621409,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,K_max_total_tpy,537000.0,1.2,644400.0,cost_opt,8.4520263671875,8.874627685645653,9.874627685645653,82384.118386057,1051183779.0617998,12699610937305.605,823480.6802301729,1799.7931215886877,218002.43180720365,188161.24887544662,0.9978191739902932,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,alpha,0.02,0.8,0.016,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83659.83259156934,1067143140.1578025,13506008622874.74,836381.6492257508,1081.6973648328628,134886.7903976158,38712.653388105704,0.9987083645281473,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,alpha,0.02,0.8,0.016,cost_opt,8.4520263671875,8.874627685643949,9.874627685643949,82429.81611993833,1051518637.4990426,12707709375580.455,824049.8868528672,1239.5139169626818,148625.2495019411,122706.80773352264,0.9984980857432478,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,alpha,0.02,1.0,0.02,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83619.83349104048,1066743150.9172902,13497487815571.324,835932.0722781747,1329.2406582356552,165800.23320563635,47541.46374567155,0.9984123945085033,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,alpha,0.02,1.0,0.02,cost_opt,8.4520263671875,8.874627685646338,9.874627685646338,82407.25196166938,1051353121.2261822,12703724021242.232,823768.7535986924,1516.5456221456411,182757.42894193143,162878.8239368307,0.9981623983565714,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,alpha,0.02,1.2,0.024,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83580.39372064425,1066348748.1917015,13489185736979.582,835488.7877919916,1573.2935619162283,196280.82702490353,55989.05591467805,0.9981204577331092,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,alpha,0.02,1.2,0.024,cost_opt,8.4520263671875,8.87462768564579,9.87462768564579,82385.17752954237,1051191445.4340725,12699800416244.34,823493.8891169803,1786.7264553107311,216354.95251651204,187815.65186561886,0.9978350073640446,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,r,0.18,0.8,0.144,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83653.76708542107,1067082723.9086671,13504707101089.223,836313.4649710119,1119.283299833312,139689.29285097818,40177.124391025005,0.9986634350016232,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,r,0.18,0.8,0.144,cost_opt,8.4520263671875,8.874627685644935,9.874627685644935,82427.38524889997,1051500415.2285179,12707279642131.363,824019.586173929,1269.4303303020022,152099.60406123486,128193.38163696794,0.9984618354238143,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,r,0.18,1.0,0.18,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83619.83349104048,1066743150.9172902,13497487815571.324,835932.0722781747,1329.2406582356552,165800.23320563635,47541.46374567155,0.9984123945085033,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,r,0.18,1.0,0.18,cost_opt,8.4520263671875,8.874627685646338,9.874627685646338,82407.25196166938,1051353121.2261822,12703724021242.232,823768.7535986924,1516.5456221456411,182757.42894193143,162878.8239368307,0.9981623983565714,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,r,0.18,1.2,0.216,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83578.39659729571,1066328837.8458059,13488773149640.695,835466.333876019,1585.6873418782632,197851.42501822795,55986.51794929506,0.9981056286805554,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,r,0.18,1.2,0.216,cost_opt,8.4520263671875,8.874627685645484,9.874627685645484,82382.62144629532,1051173371.9367653,12699349553773.828,823462.0007756858,1818.3116820194086,220540.34542863822,188780.38481117107,0.9977967344494085,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,delta_eff,0.8714,0.8,0.69712,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83661.01867839025,1067155150.8926216,13506262400020.162,836394.9682979558,1074.4169379171265,134039.34533266444,38495.34093505757,0.9987170672064454,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,delta_eff,0.8714,0.8,0.69712,cost_opt,8.4520263671875,8.874627685644022,9.874627685644022,82430.5430783401,1051523915.2952094,12707838304941.576,824058.9565587656,1230.5273207484481,147504.1942232192,122024.79713517385,0.9985089749175478,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,delta_eff,0.8714,1.0,0.8714,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83619.83349104048,1066743150.9172902,13497487815571.324,835932.0722781747,1329.2406582356552,165800.23320563635,47541.46374567155,0.9984123945085033,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,delta_eff,0.8714,1.0,0.8714,cost_opt,8.4520263671875,8.874627685646338,9.874627685646338,82407.25196166938,1051353121.2261822,12703724021242.232,823768.7535986924,1516.5456221456411,182757.42894193143,162878.8239368307,0.9981623983565714,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,delta_eff,0.8714,1.2,0.999,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83589.67793258477,1066441434.4342538,13491131850836.816,835593.1520057409,1515.7736788376685,189033.73572862026,53929.82973055,0.9981892754546869,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,delta_eff,0.8714,1.2,0.999,cost_opt,8.4520263671875,8.87462768564254,9.87462768564254,82390.43549023694,1051230441.26286,12700713096697.504,823559.2722465902,1722.8063646181229,208553.1421895946,166490.30334294736,0.9979124636178732,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK
