ScenarioLabel,Policy,t_yr,A_Mt,M_build_Mt,S_ops_Mt,FE_klaunch_per_yr,FA_klaunch_per_yr,U_se_Mt_per_yr,Phi_se_Mt_per_yr,rocket_health,Delivered_Mt_per_yr
rocket_only_base,cost_opt,0.0,2.3142783634309384e-40,1.434929629935456e-42,0.0,95.07561340046017,0.0,0.0,0.0,1.0,11.884451675057521
rocket_only_base,cost_opt,0.033657421875399565,-2.5993389838115296e-40,0.40000000378521006,0.0,95.075613400304,0.0,0.0,0.0,1.0,11.884451675038001
rocket_only_base,cost_opt,0.06731484375079913,-7.85133713600975e-40,0.8000000075697629,0.0,95.07561340022595,0.0,0.0,0.0,1.0,11.884451675028243
rocket_only_base,cost_opt,0.1009722656261987,-1.4977577242486355e-39,1.2000000113539875,0.0,95.07561340017389,0.0,0.0,0.0,1.0,11.884451675021737
rocket_only_base,cost_opt,0.13462968750159826,5.035624551158598e-39,1.6000000151379932,0.0,95.0756134001349,0.0,0.0,0.0,1.0,11.884451675016862
rocket_only_base,cost_opt,0.1682871093769978,0.0,2.0000000189218348,0.0,95.07561340010373,0.0,0.0,0.0,1.0,11.884451675012967
rocket_only_base,cost_opt,0.2019445312523974,8.93997246057837e-41,2.400000022705545,0.0,95.07561340007773,0.0,0.0,0.0,1.0,11.884451675009716
rocket_only_base,cost_opt,0.23560195312779697,3.6415643852888203e-40,2.800000026489146,0.0,95.07561340005549,0.0,0.0,0.0,1.0,11.884451675006936
rocket_only_base,cost_opt,0.2692593750031965,1.5136147951747663e-40,3.200000030272653,0.0,95.075613400036,0.0,0.0,0.0,1.0,11.8844516750045
rocket_only_base,cost_opt,0.3029167968785961,7.311432827382534e-40,3.600000034056079,0.0,95.07561340001872,0.0,0.0,0.0,1.0,11.88445167500234
rocket_only_base,cost_opt,0.3365742187539956,-5.207290243127064e-39,4.000000037839431,0.0,95.07561340000315,0.0,0.0,0.0,1.0,11.884451675000394
rocket_only_base,cost_opt,0.37023164062939523,1.4027340464508029e-40,4.400000041622719,0.0,95.07561339998901,0.0,0.0,0.0,1.0,11.884451674998628
rocket_only_base,cost_opt,0.4038890625047948,1.1011142453043516e-39,4.800000045405946,0.0,95.07561339997604,0.0,0.0,0.0,1.0,11.884451674997004
rocket_only_base,cost_opt,0.43754648438019433,9.236103848697061e-40,5.20000004918912,0.0,95.07561339996408,0.0,0.0,0.0,1.0,11.88445167499551
rocket_only_base,cost_opt,0.47120390625559394,1.0860451068658325e-39,5.600000052972242,0.0,95.075613399953,0.0,0.0,0.0,1.0,11.884451674994125
rocket_only_base,cost_opt,0.5048613281309935,1.355683239004935e-39,6.000000056755319,0.0,95.07561339994263,0.0,0.0,0.0,1.0,11.884451674992828
rocket_only_base,cost_opt,0.538518750006393,7.0431246375862385e-40,6.400000060538352,0.0,95.07561339993293,0.0,0.0,0.0,1.0,11.884451674991617
rocket_only_base,cost_opt,0.5721761718817926,5.545354397344986e-40,6.800000064321344,0.0,95.0756133999238,0.0,0.0,0.0,1.0,11.884451674990475
rocket_only_base,cost_opt,0.6058335937571921,4.8195340764670605e-40,7.200000068104297,0.0,95.0756133999152,0.0,0.0,0.0,1.0,11.8844516749894
rocket_only_base,cost_opt,0.6394910156325917,3.492183009211647e-40,7.600000071887215,0.0,95.07561339990703,0.0,0.0,0.0,1.0,11.884451674988378
rocket_only_base,cost_opt,0.6731484375079912,-2.1123599227025816e-40,8.000000075670096,0.0,95.07561339989928,0.0,0.0,0.0,1.0,11.88445167498741
rocket_only_base,cost_opt,0.7068058593833909,-4.004881120468674e-39,8.400000079452946,0.0,95.0756133998919,0.0,0.0,0.0,1.0,11.88445167498649
rocket_only_base,cost_opt,0.7404632812587905,2.177715833311293e-41,8.800000083235767,0.0,95.07561339988484,0.0,0.0,0.0,1.0,11.884451674985606
rocket_only_base,cost_opt,0.77412070313419,6.528822155503569e-40,9.200000087018557,0.0,95.07561339987812,0.0,0.0,0.0,1.0,11.884451674984765
rocket_only_base,cost_opt,0.8077781250095896,7.287524063362856e-40,9.600000090801318,0.0,95.07561339987168,0.0,0.0,0.0,1.0,11.88445167498396
rocket_only_base,cost_opt,0.8414355468849891,-2.098895421152913e-40,10.000000094584053,0.0,95.07561339986549,0.0,0.0,0.0,1.0,11.884451674983186
rocket_only_base,cost_opt,0.8750929687603887,1.0027389732604328e-39,10.40000009836676,0.0,95.07561339985955,0.0,0.0,0.0,1.0,11.884451674982444
rocket_only_base,cost_opt,0.9087503906357882,1.5929153846478877e-40,10.800000102149443,0.0,95.07561339985384,0.0,0.0,0.0,1.0,11.88445167498173
rocket_only_base,cost_opt,0.9424078125111879,3.4126094020321126e-40,11.200000105932101,0.0,95.07561339984831,0.0,0.0,0.0,1.0,11.884451674981038
rocket_only_base,cost_opt,0.9760652343865874,2.540490479088388e-41,11.600000109714736,0.0,95.07561339984298,0.0,0.0,0.0,1.0,11.884451674980372
rocket_only_base,cost_opt,1.009722656261987,1.6327347109364267e-40,12.00000011349735,0.0,95.07561339983786,0.0,0.0,0.0,1.0,11.884451674979733
rocket_only_base,cost_opt,1.0433800781373865,6.809745491670728e-40,12.400000117279943,0.0,95.07561339983287,0.0,0.0,0.0,1.0,11.88445167497911
rocket_only_base,cost_opt,1.077037500012786,5.488582161616045e-40,12.800000121062514,0.0,95.07561339982804,0.0,0.0,0.0,1.0,11.884451674978505
rocket_only_base,cost_opt,1.1106949218881856,-1.7204447682002233e-40,13.200000124845063,0.0,95.07561339982335,0.0,0.0,0.0,1.0,11.88445167497792
rocket_only_base,cost_opt,1.1443523437635852,-7.938243010420653e-40,13.600000128627594,0.0,95.07561339981885,0.0,0.0,0.0,1.0,11.884451674977356
rocket_only_base,cost_opt,1.1780097656389847,4.576196115188761e-40,14.000000132410106,0.0,95.07561339981444,0.0,0.0,0.0,1.0,11.884451674976805
rocket_only_base,cost_opt,1.2116671875143843,-7.888079515948085e-41,14.400000136192599,0.0,95.07561339981017,0.0,0.0,0.0,1.0,11.884451674976273
rocket_only_base,cost_opt,1.2453246093897838,-1.3472307091992398e-39,14.800000139975074,0.0,95.07561339980599,0.0,0.0,0.0,1.0,11.884451674975749
rocket_only_base,cost_opt,1.2789820312651834,-2.080504461671761e-40,15.200000143757531,0.0,95.07561339980198,0.0,0.0,0.0,1.0,11.884451674975248
rocket_only_base,cost_opt,1.312639453140583,-1.1321111142582848e-39,15.600000147539973,0.0,95.07561339979802,0.0,0.0,0.0,1.0,11.884451674974752
rocket_only_base,cost_opt,1.3462968750159825,-3.968548980603759e-40,16.0000001513224,0.0,95.07561339979416,0.0,0.0,0.0,1.0,11.884451674974272
rocket_only_base,cost_opt,1.3799542968913823,-7.29142200831219e-40,16.40000015510481,0.0,95.07561339979043,0.0,0.0,0.0,1.0,11.884451674973803
rocket_only_base,cost_opt,1.4136117187667818,-3.412716941461125e-40,16.8000001588872,0.0,95.07561339978676,0.0,0.0,0.0,1.0,11.884451674973345
rocket_only_base,cost_opt,1.4472691406421814,-7.647691296263198e-40,17.20000016266958,0.0,95.0756133997832,0.0,0.0,0.0,1.0,11.8844516749729
rocket_only_base,cost_opt,1.480926562517581,-7.1155290198458605e-40,17.60000016645194,0.0,95.07561339977973,0.0,0.0,0.0,1.0,11.884451674972466
rocket_only_base,cost_opt,1.5145839843929805,-9.535661227282565e-40,18.000000170234287,0.0,95.0756133997763,0.0,0.0,0.0,1.0,11.884451674972038
rocket_only_base,cost_opt,1.54824140626838,-5.785779769022237e-40,18.40000017401662,0.0,95.07561339977296,0.0,0.0,0.0,1.0,11.88445167497162
rocket_only_base,cost_opt,1.5818988281437796,-2.4982563715561924e-40,18.800000177798935,0.0,95.07561339976971,0.0,0.0,0.0,1.0,11.884451674971213
rocket_only_base,cost_opt,1.6155562500191791,-2.1142611986337297e-40,19.20000018158124,0.0,95.07561339976651,0.0,0.0,0.0,1.0,11.884451674970814
rocket_only_base,cost_opt,1.6492136718945787,2.0690047850590102e-40,19.600000185363534,0.0,95.07561339976338,0.0,0.0,0.0,1.0,11.884451674970425
rocket_only_base,cost_opt,1.6828710937699782,-1.6102778311471095e-40,20.000000189145812,0.0,95.07561339976033,0.0,0.0,0.0,1.0,11.884451674970041
rocket_only_base,cost_opt,1.7165285156453778,-2.624862331199581e-40,20.400000192928076,0.0,95.07561339975733,0.0,0.0,0.0,1.0,11.884451674969666
rocket_only_base,cost_opt,1.7501859375207773,-8.082133292720963e-40,20.80000019671033,0.0,95.0756133997544,0.0,0.0,0.0,1.0,11.8844516749693
rocket_only_base,cost_opt,1.7838433593961769,9.524875362340458e-40,21.200000200492568,0.0,95.0756133997515,0.0,0.0,0.0,1.0,11.884451674968938
rocket_only_base,cost_opt,1.8175007812715764,1.2930152090120749e-40,21.600000204274796,0.0,95.07561339974868,0.0,0.0,0.0,1.0,11.884451674968584
rocket_only_base,cost_opt,1.851158203146976,-1.910329870088122e-40,22.000000208057013,0.0,95.07561339974589,0.0,0.0,0.0,1.0,11.884451674968236
rocket_only_base,cost_opt,1.8848156250223758,1.3248706700429022e-40,22.400000211839217,0.0,95.07561339974319,0.0,0.0,0.0,1.0,11.884451674967899
rocket_only_base,cost_opt,1.9184730468977753,-4.599220603800469e-40,22.80000021562141,0.0,95.0756133997405,0.0,0.0,0.0,1.0,11.884451674967563
rocket_only_base,cost_opt,1.9521304687731749,-1.1993365658624545e-40,23.20000021940359,0.0,95.07561339973788,0.0,0.0,0.0,1.0,11.884451674967234
rocket_only_base,cost_opt,1.9857878906485744,4.456063997349127e-40,23.600000223185763,0.0,95.07561339973529,0.0,0.0,0.0,1.0,11.884451674966911
rocket_only_base,cost_opt,2.019445312523974,-1.3743816865513476e-40,24.000000226967924,0.0,95.07561339973275,0.0,0.0,0.0,1.0,11.884451674966593
rocket_only_base,cost_opt,2.0531027343993733,2.4194148563981176e-40,24.400000230750074,0.0,95.07561339973024,0.0,0.0,0.0,1.0,11.884451674966282
rocket_only_base,cost_opt,2.086760156274773,8.953907105689633e-40,24.800000234532213,0.0,95.07561339972779,0.0,0.0,0.0,1.0,11.884451674965973
rocket_only_base,cost_opt,2.1204175781501724,3.1167917957689226e-40,25.20000023831434,0.0,95.07561339972538,0.0,0.0,0.0,1.0,11.884451674965673
rocket_only_base,cost_opt,2.154075000025572,6.004313467118783e-40,25.60000024209646,0.0,95.07561339972301,0.0,0.0,0.0,1.0,11.884451674965376
rocket_only_base,cost_opt,2.187732421900972,6.367236612019465e-40,26.00000024587857,0.0,95.07561339972064,0.0,0.0,0.0,1.0,11.88445167496508
rocket_only_base,cost_opt,2.2213898437763713,4.185306976587331e-40,26.40000024966067,0.0,95.07561339971836,0.0,0.0,0.0,1.0,11.884451674964797
rocket_only_base,cost_opt,2.255047265651771,2.212588862591459e-40,26.80000025344276,0.0,95.07561339971606,0.0,0.0,0.0,1.0,11.88445167496451
rocket_only_base,cost_opt,2.2887046875271704,5.875223717457054e-39,27.20000025722484,0.0,95.07561339971384,0.0,0.0,0.0,1.0,11.88445167496423
rocket_only_base,cost_opt,2.32236210940257,3.415602494348576e-41,27.600000261006908,0.0,95.07561339971164,0.0,0.0,0.0,1.0,11.884451674963955
rocket_only_base,cost_opt,2.3560195312779695,1.3574136579265024e-40,28.00000026478897,0.0,95.07561339970947,0.0,0.0,0.0,1.0,11.884451674963683
rocket_only_base,cost_opt,2.3896769531533693,-9.202391482481934e-41,28.40000026857102,0.0,95.07561339970735,0.0,0.0,0.0,1.0,11.884451674963419
rocket_only_base,cost_opt,2.4233343750287686,5.969065715087931e-39,28.800000272353063,0.0,95.07561339970525,0.0,0.0,0.0,1.0,11.884451674963156
rocket_only_base,cost_opt,2.4569917969041684,-3.690071549855413e-42,29.200000276135096,0.0,95.07561339970317,0.0,0.0,0.0,1.0,11.884451674962897
rocket_only_base,cost_opt,2.4906492187795677,-3.306150858548039e-41,29.600000279917122,0.0,95.0756133997011,0.0,0.0,0.0,1.0,11.884451674962637
rocket_only_base,cost_opt,2.5243066406549675,-7.556302383542781e-41,30.000000283699137,0.0,95.07561339969908,0.0,0.0,0.0,1.0,11.884451674962385
rocket_only_base,cost_opt,2.557964062530367,1.323094967929934e-40,30.400000287481145,0.0,95.0756133996971,0.0,0.0,0.0,1.0,11.88445167496214
rocket_only_base,cost_opt,2.5916214844057666,-2.971351377854881e-40,30.800000291263146,0.0,95.07561339969516,0.0,0.0,0.0,1.0,11.884451674961895
rocket_only_base,cost_opt,2.625278906281166,1.6891692945931491e-40,31.200000295045136,0.0,95.0756133996932,0.0,0.0,0.0,1.0,11.88445167496165
rocket_only_base,cost_opt,2.6589363281565657,3.5438510128271035e-41,31.60000029882712,0.0,95.07561339969128,0.0,0.0,0.0,1.0,11.88445167496141
rocket_only_base,cost_opt,2.692593750031965,-3.3501393191417635e-41,32.00000030260909,0.0,95.07561339968939,0.0,0.0,0.0,1.0,11.884451674961175
rocket_only_base,cost_opt,2.7262511719073648,-4.056303368738203e-40,32.40000030639106,0.0,95.07561339968755,0.0,0.0,0.0,1.0,11.884451674960944
rocket_only_base,cost_opt,2.7599085937827645,-1.7553493381842942e-40,32.80000031017302,0.0,95.0756133996857,0.0,0.0,0.0,1.0,11.884451674960712
rocket_only_base,cost_opt,2.793566015658164,2.5847858810578742e-40,33.20000031395497,0.0,95.07561339968387,0.0,0.0,0.0,1.0,11.884451674960484
rocket_only_base,cost_opt,2.8272234375335636,3.787904800765407e-40,33.60000031773692,0.0,95.07561339968208,0.0,0.0,0.0,1.0,11.88445167496026
rocket_only_base,cost_opt,2.860880859408963,-5.675037098248422e-41,34.000000321518854,0.0,95.0756133996803,0.0,0.0,0.0,1.0,11.884451674960037
rocket_only_base,cost_opt,2.8945382812843627,3.5736624092992176e-40,34.40000032530078,0.0,95.07561339967857,0.0,0.0,0.0,1.0,11.884451674959822
rocket_only_base,cost_opt,2.928195703159762,3.733937258940046e-40,34.8000003290827,0.0,95.07561339967681,0.0,0.0,0.0,1.0,11.884451674959601
rocket_only_base,cost_opt,2.961853125035162,6.219087834737242e-39,35.20000033286461,0.0,95.07561339967509,0.0,0.0,0.0,1.0,11.884451674959386
rocket_only_base,cost_opt,2.995510546910561,-5.780267294026876e-39,35.60000033664652,0.0,95.07561339967341,0.0,0.0,0.0,1.0,11.884451674959179
rocket_only_base,cost_opt,3.029167968785961,6.359849054866015e-39,36.000000340428414,0.0,95.07561339967175,0.0,0.0,0.0,1.0,11.884451674958969
rocket_only_base,cost_opt,3.0628253906613603,3.229439815569802e-40,36.400000344210305,0.0,95.0756133996701,0.0,0.0,0.0,1.0,11.884451674958763
rocket_only_base,cost_opt,3.09648281253676,2.456988255870057e-40,36.80000034799219,0.0,95.07561339966848,0.0,0.0,0.0,1.0,11.88445167495856
rocket_only_base,cost_opt,3.1301402344121594,1.2408846018318016e-40,37.200000351774065,0.0,95.07561339966685,0.0,0.0,0.0,1.0,11.884451674958358
rocket_only_base,cost_opt,3.163797656287559,3.2999613822312333e-40,37.600000355555935,0.0,95.07561339966524,0.0,0.0,0.0,1.0,11.884451674958155
rocket_only_base,cost_opt,3.1974550781629585,4.1637225076651245e-40,38.0000003593378,0.0,95.07561339966367,0.0,0.0,0.0,1.0,11.884451674957958
rocket_only_base,cost_opt,3.2311125000383583,2.3938632462934936e-40,38.40000036311966,0.0,95.07561339966213,0.0,0.0,0.0,1.0,11.884451674957768
rocket_only_base,cost_opt,3.264769921913758,4.0804667199291225e-40,38.800000366901514,0.0,95.07561339966058,0.0,0.0,0.0,1.0,11.884451674957573
rocket_only_base,cost_opt,3.2984273437891574,-2.4185232847893493e-42,39.20000037068336,0.0,95.07561339965902,0.0,0.0,0.0,1.0,11.884451674957377
rocket_only_base,cost_opt,3.332084765664557,4.198321479355314e-40,39.6000003744652,0.0,95.07561339965751,0.0,0.0,0.0,1.0,11.88445167495719
rocket_only_base,cost_opt,3.3657421875399565,3.694274034766554e-40,40.00000037824704,0.0,95.075613399656,0.0,0.0,0.0,1.0,11.884451674957
rocket_only_base,cost_opt,3.3993996094153562,4.52440399705665e-40,40.400000382028864,0.0,95.07561339965454,0.0,0.0,0.0,1.0,11.884451674956818
rocket_only_base,cost_opt,3.4330570312907556,1.4125386592192226e-40,40.800000385810684,0.0,95.0756133996531,0.0,0.0,0.0,1.0,11.884451674956637
rocket_only_base,cost_opt,3.4667144531661553,8.577019054207228e-40,41.200000389592496,0.0,95.07561339965162,0.0,0.0,0.0,1.0,11.884451674956452
rocket_only_base,cost_opt,3.5003718750415547,3.2242916496320895e-39,41.6000003933743,0.0,95.07561339965018,0.0,0.0,0.0,1.0,11.884451674956273
rocket_only_base,cost_opt,3.5340292969169544,2.2922275151681066e-40,42.00000039715611,0.0,95.07561339964874,0.0,0.0,0.0,1.0,11.884451674956093
rocket_only_base,cost_opt,3.5676867187923538,2.9604170536255276e-39,42.400000400937905,0.0,95.07561339964734,0.0,0.0,0.0,1.0,11.884451674955919
rocket_only_base,cost_opt,3.6013441406677535,2.55796467697881e-40,42.8000004047197,0.0,95.07561339964597,0.0,0.0,0.0,1.0,11.884451674955747
rocket_only_base,cost_opt,3.635001562543153,3.2822986143863474e-39,43.20000040850148,0.0,95.07561339964458,0.0,0.0,0.0,1.0,11.884451674955573
rocket_only_base,cost_opt,3.6686589844185526,2.2922275151681066e-40,43.60000041228326,0.0,95.07561339964322,0.0,0.0,0.0,1.0,11.884451674955404
rocket_only_base,cost_opt,3.702316406293952,2.9052565726564325e-39,44.00000041606503,0.0,95.07561339964184,0.0,0.0,0.0,1.0,11.88445167495523
rocket_only_base,cost_opt,3.7359738281693518,2.2922275151681066e-40,44.4000004198468,0.0,95.07561339964052,0.0,0.0,0.0,1.0,11.884451674955065
rocket_only_base,cost_opt,3.7696312500447515,3.135464129365884e-39,44.80000042362856,0.0,95.07561339963917,0.0,0.0,0.0,1.0,11.884451674954896
rocket_only_base,cost_opt,3.803288671920151,1.5174079662818355e-40,45.200000427410316,0.0,95.07561339963786,0.0,0.0,0.0,1.0,11.884451674954734
rocket_only_base,cost_opt,3.8369460937955506,8.176361249222422e-40,45.600000431192065,0.0,95.07561339963655,0.0,0.0,0.0,1.0,11.884451674954569
rocket_only_base,cost_opt,3.87060351567095,3.0228071929185575e-39,46.000000434973806,0.0,95.07561339963527,0.0,0.0,0.0,1.0,11.88445167495441
rocket_only_base,cost_opt,3.9042609375463497,5.035245705686678e-40,46.40000043875555,0.0,95.075613399634,0.0,0.0,0.0,1.0,11.88445167495425
rocket_only_base,cost_opt,3.937918359421749,6.21562250156313e-39,46.80000044253728,0.0,95.07561339963272,0.0,0.0,0.0,1.0,11.88445167495409
rocket_only_base,cost_opt,3.971575781297149,3.407669681117478e-39,47.20000044631901,0.0,95.07561339963145,0.0,0.0,0.0,1.0,11.884451674953931
rocket_only_base,cost_opt,4.005233203172549,3.1823815863908774e-39,47.60000045010073,0.0,95.0756133996302,0.0,0.0,0.0,1.0,11.884451674953777
rocket_only_base,cost_opt,4.038890625047948,-5.0074458196703466e-39,48.00000045388245,0.0,95.07561339962898,0.0,0.0,0.0,1.0,11.884451674953624
rocket_only_base,cost_opt,4.072548046923347,6.540722536154793e-39,48.40000045766416,0.0,95.07561339962777,0.0,0.0,0.0,1.0,11.884451674953473
rocket_only_base,cost_opt,4.106205468798747,3.812157849425525e-39,48.80000046144587,0.0,95.07561339962653,0.0,0.0,0.0,1.0,11.884451674953317
