model_layer,n_sims,solver_ok_count,solver_ok_rate,mass_ok_count,mass_ok_rate,feasible_count,feasible_rate,phaseout_detected_count,phaseout_detected_rate_among_feasible,no_phaseout_count,no_phaseout_rate_among_feasible,crashed,infeasible,low_mass,seed,jitter,goal_relax,requested_gamma,actual_gamma_used,gamma_fallback_used,failure_active,perturb_keys,baseline_deliverable_upper_bound,phaseout_mean,phaseout_median,phaseout_min,phaseout_max
reduced_mature_regime_diagnostic,25,13,0.52,25,1.0,13,0.52,0,0.0,13,1.0,0,12,0,42,0.05,0.99,0.08,0.08,False,False,"K_max_total,L_R,r,C_E,C_A",648397090.0,,,,
