model_layer,entrypoint,case_label,ScenarioMode,FailureTiming,SE_Disrupt,Rocket_Disrupt,param,baseline_value,factor,trial_value,policy,tau_star_bisect (yr),tau_build (yr),Time_total (yr),TotalCost ($B),E_total (index),EnvPenalty,Total_FE_Launches,Total_FA_Launches,Total_SE_Throughput (tons),Apex_Inventory_Peak (tons),route_share_direct,regime_label,SolverSuccess,ConstraintOK,BuildOK,OpsOK,ReturnStatus,TimeseriesCSV,status,proxy_direct_launch_count,proxy_total_lunar_launch_count,proxy_direct_route_share,proxy_avg_direct_launches_per_yr,proxy_avg_total_lunar_launches_per_yr,proxy_env_per_year,proxy_env_per_direct_launch,proxy_cost_per_direct_launch_B,proxy_cost_per_total_lunar_launch_B,proxy_se_tons_per_total_launch,proxy_peak_direct_launches_per_yr,proxy_peak_apex_launches_per_yr,proxy_peak_delivered_tons_per_yr
campaign_scale,run_bridge_sensitivity.py,mixed_sefail,mixed,relative,ON,OFF,r,0.18,1.0,0.18,tau_star,8.013671875,8.013671875,9.013671875,79780.97448144824,1017755562.4748544,12940751155872.78,797555.5952852343,1268.86521411714,150594.56991404263,139145.7004666356,0.99841158442579,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,797555.5952852343,798824.4604993514,0.9984115844257899,88482.87427649836,88623.64545518265,112912426.43274657,1276.093564500502,0.1000318660580843,0.09987297388412034,0.1885202286118089,,,
campaign_scale,run_bridge_sensitivity.py,mixed_sefail,mixed,relative,ON,OFF,r,0.18,1.0,0.18,cost_opt,8.013671875,8.414355468847182,9.414355468847182,79770.48246432489,1017672201.1782469,12322925084375.996,797429.4854320249,1374.6271496506035,165512.5175361806,124126.88866378216,0.998279143624827,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,797429.4854320249,798804.1125816755,0.998279143624827,84703.56659792375,84849.58053952595,108097915.41713095,1276.190835390167,0.10003452834592325,0.09986238329008174,0.20720038233310598,,,
campaign_scale,run_bridge_sensitivity.py,mixed_sefail,mixed,relative,ON,OFF,r,0.18,1.2,0.216,tau_star,8.013671875,8.013671875,9.013671875,79763.52180072539,1017630669.3676008,12937574648055.146,797336.6591527822,1490.571323280994,177835.92616353504,163415.17977004923,0.9981340504349198,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,797336.6591527822,798827.2304760632,0.9981340504349198,88458.58493742676,88623.95276354157,112898570.46938497,1276.287321906024,0.10003744451619583,0.0998507796901091,0.22262126199372703,,,
campaign_scale,run_bridge_sensitivity.py,mixed_sefail,mixed,relative,ON,OFF,r,0.18,1.2,0.216,cost_opt,8.013671875,8.414355468848939,9.41435546884894,79750.13896709937,1017527176.1403296,12319414176965.137,797174.292969003,1633.014158493662,197548.11676434884,161330.98950054427,0.9979556845012272,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,797174.292969003,798807.3071274966,0.9979556845012273,84676.45986034459,84849.9198665975,108082510.74725342,1276.4174473698122,0.10004103201832719,0.09983651658605891,0.24730384286885154,,,
campaign_scale,run_bridge_sensitivity.py,mixed_sefail,mixed,relative,ON,OFF,delta_eff,0.8714,0.8,0.69712,tau_star,8.013671875,8.013671875,9.013671875,79799.45604105787,1017888068.5106376,12944114012240.783,797787.5779011741,1033.3882847821942,121940.97924430465,112266.90263696936,0.9987063580845704,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,797787.5779011741,798820.9661859563,0.9987063580845703,88508.61102608909,88623.25778704433,112927126.99402957,1275.8885907806507,0.10002594456408423,0.0998965468095657,0.15265120021388898,,,
campaign_scale,run_bridge_sensitivity.py,mixed_sefail,mixed,relative,ON,OFF,delta_eff,0.8714,0.8,0.69712,cost_opt,8.013671875,8.414355468845173,9.414355468845171,79790.83011840661,1017817549.9820024,12326434144824.434,797684.9139058777,1115.2650441790877,133707.74106389005,90397.12136724863,0.9986038247441996,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,797684.9139058777,798800.1789500568,0.9986038247441995,84730.69840475518,84849.16270620096,108113354.47766504,1275.9643967669408,0.10002800445066644,0.09988834782596531,0.16738571746395392,,,
campaign_scale,run_bridge_sensitivity.py,mixed_sefail,mixed,relative,ON,OFF,delta_eff,0.8714,1.0,0.8714,tau_star,8.013671875,8.013671875,9.013671875,79780.97448144824,1017755562.4748544,12940751155872.78,797555.5952852343,1268.86521411714,150594.56991404263,139145.7004666356,0.99841158442579,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,797555.5952852343,798824.4604993514,0.9984115844257899,88482.87427649836,88623.64545518265,112912426.43274657,1276.093564500502,0.1000318660580843,0.09987297388412034,0.1885202286118089,,,
campaign_scale,run_bridge_sensitivity.py,mixed_sefail,mixed,relative,ON,OFF,delta_eff,0.8714,1.0,0.8714,cost_opt,8.013671875,8.414355468847182,9.414355468847182,79770.48246432489,1017672201.1782469,12322925084375.996,797429.4854320249,1374.6271496506035,165512.5175361806,124126.88866378216,0.998279143624827,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,797429.4854320249,798804.1125816755,0.998279143624827,84703.56659792375,84849.58053952595,108097915.41713095,1276.190835390167,0.10003452834592325,0.09986238329008174,0.20720038233310598,,,
campaign_scale,run_bridge_sensitivity.py,mixed_sefail,mixed,relative,ON,OFF,delta_eff,0.8714,1.2,0.999,tau_star,8.013671875,8.013671875,9.013671875,79767.46664114705,1017659710.900264,12938291740848.016,797386.0561289068,1440.9008882176952,172041.96810487122,158498.3147347832,0.9981962290136048,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,797386.0561289068,798826.9570171245,0.9981962290136049,88464.06516533051,88623.92242530179,112901792.41190362,1276.2446785697834,0.10003619454846814,0.09985575216315225,0.21536825540701318,,,
campaign_scale,run_bridge_sensitivity.py,mixed_sefail,mixed,relative,ON,OFF,delta_eff,0.8714,1.2,0.999,cost_opt,8.013671875,8.414355468846553,9.414355468846551,79755.70082625884,1017566723.678464,12320356613309.44,797244.1726724692,1561.8180418314614,188792.7011207522,136811.27338518956,0.9980448093029012,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,797244.1726724692,798805.9907143007,0.9980448093029011,84683.8825356302,84849.78003620789,108086711.51686782,1276.3551726787093,0.10003923962078902,0.0998436438301376,0.23634362200004508,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,K_max_total_tpy,537000.0,0.8,429600.0,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83640.23697132303,1066947177.632396,13501829735930.973,836161.4175449136,1202.885392609041,150035.91797860336,42913.45725707507,0.998563486181117,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,836161.4175449136,837364.3029375226,0.998563486181117,88463.72037721239,88590.98254787082,112880258.28369242,1276.006229473134,0.1000288164657279,0.09988512368858837,0.17917639604682054,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,K_max_total_tpy,537000.0,0.8,429600.0,cost_opt,8.4520263671875,8.874627685645152,9.874627685645152,82419.12402540204,1051440789.4400012,12705841129138.822,823916.2839848325,1372.7200751549317,164901.66276005685,141165.22242342762,0.9983366795529786,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823916.2839848325,825289.0040599874,0.9983366795529786,83437.70623195931,83576.72110106172,106479031.20119573,1276.1500286834448,0.10003337186975576,0.0998669843169403,0.1998108080306747,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,K_max_total_tpy,537000.0,1.0,537000.0,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83593.85859844048,1066483338.5713664,13492020047788.836,835640.151222268,1489.850604490091,185856.49547709565,52668.35217283151,0.9982202876479888,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,835640.151222268,837130.0018267581,0.9982202876479889,88408.57174533223,88566.19409493358,112831185.30790812,1276.2471226537527,0.10003571331053208,0.09985767851591108,0.22201628787825736,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,K_max_total_tpy,537000.0,1.0,537000.0,cost_opt,8.4520263671875,8.874627685645985,9.874627685645985,82393.06578364663,1051250032.4752775,12701228303012.137,823591.5858411711,1692.803733677731,204499.42381470848,179629.4024021532,0.9979488237569236,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823591.5858411711,825284.3895748488,0.9979488237569236,83404.82416753446,83576.25379380163,106459713.3118651,1276.4215304623208,0.10004116991979087,0.09983596784872183,0.24779267171169667,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,K_max_total_tpy,537000.0,1.2,644400.0,tau_star,8.4033203125,8.4033203125,9.4033203125,83929.61151303773,1070883423.7015444,13663334336498.695,838943.9095243532,1758.2860906382527,219355.15860348596,62874.32983928036,0.9979085506142256,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,838943.9095243532,840702.1956149915,0.9979085506142255,89217.83812991357,89404.82379372221,113883541.99505468,1276.466056364473,0.10004198202073172,0.0998327492788828,0.26091897909582956,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,K_max_total_tpy,537000.0,1.2,644400.0,cost_opt,8.4033203125,8.823486328221179,9.82348632822118,82372.01202295613,1051113229.1374058,12770969780690.7,823321.6437638055,1989.3640818934036,241459.7508508392,195158.0944843945,0.9975895582841112,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823321.6437638055,825311.0078456989,0.9975895582841113,83811.55286983446,84014.06387411797,107000019.54680172,1276.6738699255538,0.10004839863846335,0.09980723780477735,0.2925681937541572,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,alpha,0.02,0.8,0.016,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83638.97905843431,1066934656.383193,13501561962472.703,836147.274409903,1210.692936645214,151034.84453832722,43152.94951447136,0.9985541512902998,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,836147.274409903,837357.9673465482,0.9985541512902998,88462.22407002267,88590.31225869384,112878933.5678361,1276.0128377338362,0.10002900400226877,0.09988437719589949,0.18037070217046144,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,alpha,0.02,0.8,0.016,cost_opt,8.4520263671875,8.874627685645383,9.874627685645384,82418.35183537721,1051435205.8908076,12705704392004.44,823906.6242203267,1382.39452677148,166091.23642190144,143015.79970579845,0.9983249570812536,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823906.6242203267,825289.0187470982,0.9983249570812536,83436.72799107443,83576.72258841818,106478465.75717129,1276.158213785202,0.10003360746537357,0.09986604687955204,0.20125220698325866,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,alpha,0.02,1.0,0.02,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83593.85859844048,1066483338.5713664,13492020047788.836,835640.151222268,1489.850604490091,185856.49547709565,52668.35217283151,0.9982202876479888,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,835640.151222268,837130.0018267581,0.9982202876479889,88408.57174533223,88566.19409493358,112831185.30790812,1276.2471226537527,0.10003571331053208,0.09985767851591108,0.22201628787825736,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,alpha,0.02,1.0,0.02,cost_opt,8.4520263671875,8.874627685645985,9.874627685645985,82393.06578364663,1051250032.4752775,12701228303012.137,823591.5858411711,1692.803733677731,204499.42381470848,179629.4024021532,0.9979488237569236,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823591.5858411711,825284.3895748488,0.9979488237569236,83404.82416753446,83576.25379380163,106459713.3118651,1276.4215304623208,0.10004116991979087,0.09983596784872183,0.24779267171169667,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,alpha,0.02,1.2,0.024,tau_star,8.4033203125,8.4033203125,9.4033203125,83931.56444951246,1070903315.0144658,13663840405805.66,838965.689829975,1747.049023118465,217944.21042227707,62575.154548789425,0.9979219429629416,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,838965.689829975,840712.7388530935,0.9979219429629415,89220.1543655514,89405.94501875249,113885657.34498006,1276.4566274831755,0.1000417126313259,0.09983382024639298,0.2592374307538127,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,alpha,0.02,1.2,0.024,cost_opt,8.4033203125,8.823486328222883,9.823486328222884,82373.06073033204,1051120654.1731968,12771167352960.95,823334.7395541259,1976.341824594268,239753.7103093691,202271.68012334075,0.9976053371035648,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823334.7395541259,825311.0813787202,0.9976053371035649,83812.8859800705,84014.07135953361,107000775.39206485,1276.6625816644487,0.10004808102102054,0.09980849959353999,0.29050101921429367,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,r,0.18,0.8,0.144,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83630.85644201135,1066853383.7957102,13499832320577.756,836055.9855597322,1260.9281485295592,157292.27010659766,45036.85459503643,0.9984940849421692,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,836055.9855597322,837316.9137082618,0.9984940849421693,88452.56594523287,88585.96888969638,112870335.13779311,1276.0549559147778,0.10003021075917688,0.09987957375855666,0.1878527323782229,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,r,0.18,0.8,0.144,cost_opt,8.4520263671875,8.874627685643645,9.874627685643643,82414.96158521963,1051410224.5280944,12705091927998.707,823864.3672298545,1424.1036763613415,171154.82783378498,141009.04727147476,0.998274417095882,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823864.3672298545,825288.4709062158,0.998274417095882,83432.4486408374,83576.66710878348,106475935.90355825,1276.1933472900832,0.10003462325034167,0.099862005214641,0.20738788177405024,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,r,0.18,1.0,0.18,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83593.85859844048,1066483338.5713664,13492020047788.836,835640.151222268,1489.850604490091,185856.49547709565,52668.35217283151,0.9982202876479888,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,835640.151222268,837130.0018267581,0.9982202876479889,88408.57174533223,88566.19409493358,112831185.30790812,1276.2471226537527,0.10003571331053208,0.09985767851591108,0.22201628787825736,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,r,0.18,1.0,0.18,cost_opt,8.4520263671875,8.874627685645985,9.874627685645985,82393.06578364663,1051250032.4752775,12701228303012.137,823591.5858411711,1692.803733677731,204499.42381470848,179629.4024021532,0.9979488237569236,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823591.5858411711,825284.3895748488,0.9979488237569236,83404.82416753446,83576.25379380163,106459713.3118651,1276.4215304623208,0.10004116991979087,0.09983596784872183,0.24779267171169667,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,r,0.18,1.2,0.216,tau_star,8.4033203125,8.4033203125,9.4033203125,83931.51179120125,1070902998.9510952,13663829658160.34,838965.0852905001,1747.437054240909,218084.2656496248,62076.80370749543,0.9979214808774736,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,838965.0852905001,840712.522344741,0.9979214808774736,89220.09007555012,89405.92199408192,113885623.73308977,1276.457170539206,0.10004172195335057,0.09983378332122006,0.25940408861924574,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,r,0.18,1.2,0.216,cost_opt,8.4033203125,8.82348632822094,9.82348632822094,82371.55258898909,1051110401.840194,12770889686665.377,823315.8911909531,1995.143331736879,242413.03622362288,194112.6353683292,0.9975825558507276,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823315.8911909531,825311.03452269,0.9975825558507275,83810.9672760198,84014.0665897538,106999731.73684388,1276.6793561092677,0.10004853965570368,0.09980667789886974,0.29372324624717994,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,delta_eff,0.8714,0.8,0.69712,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83640.23884525316,1066947313.6774746,13501830023425.99,836161.4310377145,1202.9109542414153,150089.58749000035,42913.574082480074,0.9985634557218188,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,836161.4310377145,837364.3419919559,0.9985634557218189,88463.7218047159,88590.98667972909,112880272.6769107,1276.0063715846643,0.10002881709271355,0.09988512126786579,0.17924048107059493,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,delta_eff,0.8714,0.8,0.69712,cost_opt,8.4520263671875,8.874627685645164,9.874627685645164,82419.11887039618,1051440737.294188,12705841124707.566,823916.218564593,1372.7894257022292,164901.69138292468,141575.61749115915,0.9983365955290678,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823916.218564593,825289.0079902952,0.9983365955290678,83437.69960687504,83576.72149908247,106479025.92040782,1276.1500667215687,0.10003337355585108,0.09986697759503586,0.1998108417613431,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,delta_eff,0.8714,1.0,0.8714,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83593.85859844048,1066483338.5713664,13492020047788.836,835640.151222268,1489.850604490091,185856.49547709565,52668.35217283151,0.9982202876479888,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,835640.151222268,837130.0018267581,0.9982202876479889,88408.57174533223,88566.19409493358,112831185.30790812,1276.2471226537527,0.10003571331053208,0.09985767851591108,0.22201628787825736,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,delta_eff,0.8714,1.0,0.8714,cost_opt,8.4520263671875,8.874627685645985,9.874627685645985,82393.06578364663,1051250032.4752775,12701228303012.137,823591.5858411711,1692.803733677731,204499.42381470848,179629.4024021532,0.9979488237569236,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823591.5858411711,825284.3895748488,0.9979488237569236,83404.82416753446,83576.25379380163,106459713.3118651,1276.4215304623208,0.10004116991979087,0.09983596784872183,0.24779267171169667,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,delta_eff,0.8714,1.2,0.999,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83559.90292438853,1066143767.6688714,13484924860369.93,835258.5076924177,1699.9565704351646,212094.95217137312,59670.09796153479,0.9979688877727853,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,835258.5076924177,836958.4642628529,0.9979688877727853,88368.19484465248,88548.0458633014,112795259.58263996,1276.4237153528961,0.10004076840263601,0.09983757437471345,0.25341156249393415,,,
campaign_scale,run_bridge_sensitivity.py,mixed_rocketfail,mixed,relative,OFF,ON,delta_eff,0.8714,1.2,0.999,cost_opt,8.4520263671875,8.874627685642873,9.874627685642873,82374.14860569799,1051111940.648216,12697852154277.834,823355.9501315843,1924.7611161771997,233480.86408319112,187980.51290694805,0.9976677497850795,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823355.9501315843,825280.7112477615,0.9976677497850797,83380.96142386162,83575.88129096462,106445728.80215736,1276.6191104591312,0.10004682493948504,0.09981349071051783,0.28291084585048143,,,
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,K_max_total_tpy,537000.0,0.8,429600.0,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83661.0182995591,1067155126.64294,13506262351604.56,836394.9651237829,1074.4139851853265,134029.9083916348,38495.341221375544,0.9987170707228384,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,836394.9651237829,837469.3791089682,0.9987170707228383,88488.42910841948,88602.09933567522,112902258.75242428,1275.8985540820486,0.10002573160776695,0.09989740566821782,0.16004156299330838,,,
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,K_max_total_tpy,537000.0,0.8,429600.0,cost_opt,8.4520263671875,8.874627685644027,9.874627685644027,82430.54400213611,1051523927.0510944,12707838304807.46,824058.9658547326,1230.5270305018837,147504.21129225523,121996.1851658949,0.9985089752855087,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,824058.9658547326,825289.4928852344,0.9985089752855087,83452.1555737002,83576.77060422848,106487450.51723067,1276.0299573470813,0.10002990977306739,0.09988076270540741,0.17873026685045573,,,
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,K_max_total_tpy,537000.0,1.0,537000.0,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83619.83349104048,1066743150.9172902,13497487815571.324,835932.0722781747,1329.2406582356552,165800.23320563635,47541.46374567155,0.9984123945085032,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,835932.0722781747,837261.3129364103,0.9984123945085033,88439.45623978518,88580.0864715046,112858672.783697,1276.112242003209,0.10003185218525047,0.09987304106739657,0.19802686526163285,,,
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,K_max_total_tpy,537000.0,1.0,537000.0,cost_opt,8.4520263671875,8.874627685646338,9.874627685646338,82407.25196166938,1051353121.2261822,12703724021242.232,823768.7535986924,1516.5456221456411,182757.42894193143,162878.8239368307,0.9981623983565714,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823768.7535986924,825285.299220838,0.9981623983565714,83422.76588271926,83576.34591332133,106470153.07264888,1276.272153602903,0.10003687515661093,0.09985304723041968,0.22144757590432662,,,
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,K_max_total_tpy,537000.0,1.2,644400.0,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83578.65501344207,1066331583.4790808,13488822146577.428,835469.2318908067,1584.119599329248,197729.4993020242,56301.95548439801,0.998107504621409,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,835469.2318908067,837053.3514901359,0.998107504621409,88390.48892109735,88558.08468710457,112815130.01072736,1276.326575265727,0.10003798084136455,0.09984865942493869,0.2362209039005972,,,
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,K_max_total_tpy,537000.0,1.2,644400.0,cost_opt,8.4520263671875,8.874627685645653,9.874627685645653,82384.118386057,1051183779.0617998,12699610937305.604,823480.6802301729,1799.7931215886877,218002.43180720363,188161.24887544665,0.9978191739902932,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823480.6802301729,825280.4733517616,0.9978191739902932,83393.59279613484,83575.85719929861,106453003.85247569,1276.512982390772,0.10004377803135543,0.09982559995811532,0.26415556752702163,,,
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,alpha,0.02,0.8,0.016,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83659.83259156934,1067143140.1578023,13506008622874.74,836381.6492257508,1081.6973648328628,134886.7903976158,38712.653388105704,0.9987083645281472,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,836381.6492257508,837463.3465905837,0.9987083645281473,88487.02032076754,88601.46111079621,112900990.61322619,1275.904536099842,0.10002590643758662,0.09989670942872761,0.16106590329804465,,,
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,alpha,0.02,0.8,0.016,cost_opt,8.4520263671875,8.874627685643949,9.874627685643947,82429.81611993833,1051518637.4990426,12707709375580.455,824049.8868528672,1239.5139169626818,148625.2495019411,122706.80773352264,0.9984980857432478,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,824049.8868528672,825289.4007698299,0.9984980857432478,83451.23614644201,83576.76127573522,106486914.8461946,1276.0375970863881,0.10003012855780666,0.09987989188162093,0.18008864449646814,,,
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,alpha,0.02,1.0,0.02,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83619.83349104048,1066743150.9172902,13497487815571.324,835932.0722781747,1329.2406582356552,165800.23320563635,47541.46374567155,0.9984123945085032,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,835932.0722781747,837261.3129364103,0.9984123945085033,88439.45623978518,88580.0864715046,112858672.783697,1276.112242003209,0.10003185218525047,0.09987304106739657,0.19802686526163285,,,
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,alpha,0.02,1.0,0.02,cost_opt,8.4520263671875,8.874627685646338,9.874627685646338,82407.25196166938,1051353121.2261822,12703724021242.232,823768.7535986924,1516.5456221456411,182757.42894193143,162878.8239368307,0.9981623983565714,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823768.7535986924,825285.299220838,0.9981623983565714,83422.76588271926,83576.34591332133,106470153.07264888,1276.272153602903,0.10003687515661093,0.09985304723041968,0.22144757590432662,,,
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,alpha,0.02,1.2,0.024,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83580.39372064425,1066348748.1917017,13489185736979.582,835488.7877919916,1573.2935619162283,196280.82702490353,55989.05591467805,0.9981204577331092,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,835488.7877919916,837062.0813539078,0.9981204577331092,88392.5578849814,88559.00828416542,112816945.99303147,1276.3172453933473,0.10003772036430121,0.0998496952405931,0.23448777742676946,,,
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,alpha,0.02,1.2,0.024,cost_opt,8.4520263671875,8.87462768564579,9.87462768564579,82385.17752954237,1051191445.4340724,12699800416244.34,823493.8891169803,1786.7264553107311,216354.95251651204,187815.6518656189,0.9978350073640446,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,823493.8891169803,825280.615572291,0.9978350073640446,83394.9304553577,83575.8716019194,106453780.22324146,1276.501816620945,0.1000434594819917,0.09982686612893768,0.26215925642029125,,,
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,r,0.18,0.8,0.144,tau_star,8.4520263671875,8.4520263671875,9.4520263671875,83653.76708542107,1067082723.9086672,13504707101089.225,836313.4649710119,1119.283299833312,139689.29285097818,40177.124391025005,0.9986634350016232,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,836313.4649710119,837432.7482708452,0.9986634350016232,88479.8066025562,88598.22388752262,112894598.72996348,1275.9363188606012,0.1000268088333609,0.0998931165017749,0.16680658015752617,,,
campaign_scale,run_bridge_sensitivity.py,mixed_bothfail,mixed,relative,ON,ON,r,0.18,0.8,0.144,cost_opt,8.4520263671875,8.874627685644935,9.874627685644937,82427.38524889997,1051500415.228518,12707279642131.363,824019.586173929,1269.4303303020022,152099.60406123486,128193.38163696794,0.9984618354238144,rocket-dominant,YES,YES,YES,YES,Solve_Succeeded,,OK,824019.586173929,825289.016504231,0.9984618354238143,83448.16760755779,83576.72236128763,106485069.48339105,1276.0624053984243,0.1000308568290532,0.09987699290855324,0.18429859239554666,,,
